sim_swap_time_gap_minutes,device_change_flag,sim_type_change_flag,imsi_change_flag,iccid_change_flag,otp_and_sim_change_geo_hash_length,recent_sim_activation_days,num_sim_changes_last_30d,previous_sim_holder_tenure_days,account_age_days,ip_change_flag,sim_swap_flag
3617,1,0,0,0,0.44,54,0,665,768,1,0
9211,0,0,0,1,0.78,218,5,177,1333,0,0
363,1,1,0,0,0.78,5,4,388,364,0,1
1400,0,0,1,1,0.08,108,4,1072,1231,0,1
259,1,1,0,1,0.49,282,4,1076,1406,0,1
5792,0,1,0,1,0.36,353,5,1082,1215,0,1
2836,0,0,0,1,0.7,359,1,904,69,0,0
5131,0,0,0,1,0.34,235,3,767,643,1,1
4947,0,0,1,1,0.03,166,0,677,1454,1,1
7180,1,1,0,0,0.82,130,3,548,1764,0,1
5518,0,1,1,1,0.12,140,5,959,1718,0,1
1823,0,1,1,0,0.05,130,2,420,1714,0,1
7573,0,1,0,0,0.72,73,3,368,767,0,0
2506,1,0,1,0,0.8,242,4,429,342,0,1
8080,0,0,0,1,0.54,191,3,236,1821,1,0
3683,1,0,1,0,0.63,209,1,932,291,0,1
530,0,1,1,1,0.54,48,1,45,538,1,1
6042,1,1,1,0,0.22,315,1,404,284,1,1
6500,1,1,0,0,0.27,48,0,729,39,1,1
7432,0,0,1,0,0.64,220,3,1050,1241,1,0
3946,0,1,0,1,0.19,39,0,943,1512,1,1
1028,0,0,0,1,0.78,170,3,620,1279,0,0
3266,1,1,1,1,0.76,287,2,166,863,1,1
9919,1,0,0,0,0.25,21,3,471,813,0,0
9663,1,1,0,0,0.39,78,2,341,1777,1,1
2843,0,1,1,1,0.11,197,3,516,1223,1,1
9338,0,1,0,0,0.82,174,1,1009,1533,0,0
3145,0,1,1,0,0.67,8,2,37,420,0,1
8448,1,1,1,1,0.29,7,1,872,567,0,1
5457,1,0,1,1,0.78,107,1,36,23,1,1
1704,0,0,1,0,0.29,157,1,684,1643,1,1
10035,0,1,1,0,0.46,189,0,881,140,0,1
8576,1,0,1,0,0.21,329,1,283,985,1,1
7554,1,0,0,0,0.96,239,1,292,554,0,0
5625,0,0,1,0,0.98,315,2,736,1162,1,0
6630,0,0,1,1,0.13,238,2,410,1472,1,1
6793,0,1,1,0,0.72,19,1,19,1459,0,1
8032,0,1,1,1,0.07,24,4,985,554,1,1
5449,1,1,1,0,0.83,157,4,409,520,0,1
582,1,0,1,1,0.94,299,1,900,1679,0,1
8589,1,1,1,0,0.94,244,0,419,139,1,1
2995,0,0,1,1,0.62,168,2,290,1269,1,1
7442,1,1,0,1,0.84,7,3,812,583,0,1
6663,1,1,1,0,0.56,324,1,881,1727,0,1
9850,0,1,0,0,0.47,271,3,98,406,0,0
272,1,0,0,0,0.46,205,2,785,1292,1,1
5258,0,0,1,0,0.57,206,1,418,1777,0,0
1145,0,0,0,0,0.37,285,4,738,60,0,0
4947,1,0,0,1,0.36,304,0,541,1403,1,1
2181,0,1,0,1,0.58,210,2,502,633,1,1
3458,1,1,1,1,0.38,223,4,958,1228,0,1
9337,0,0,1,1,0.68,167,4,368,228,1,1
4271,1,0,0,0,0.03,45,0,897,1264,0,0
808,1,1,1,1,0.67,38,4,147,1347,1,1
1120,0,1,1,1,0.37,192,4,957,1270,1,1
3735,1,0,1,0,0.42,140,4,863,418,1,1
4949,0,0,1,0,0.96,254,5,399,358,1,0
3582,0,0,1,1,0.47,113,1,853,419,0,1
1323,1,0,1,0,0.01,6,3,695,284,0,1
7110,1,1,1,0,0.82,62,5,141,369,1,1
704,0,0,1,1,0.97,63,2,653,1724,1,1
5205,1,1,1,1,0.14,230,2,697,385,0,1
775,1,0,0,0,0.32,214,2,290,1155,1,1
3672,1,0,1,1,0.66,324,2,383,1363,1,1
4689,0,0,1,0,0.37,15,2,616,1062,1,1
3279,1,0,1,0,0.61,141,5,291,722,0,1
3055,1,0,1,0,0.7,257,2,505,424,0,1
9004,0,0,1,1,0.48,127,3,436,1531,0,1
43,1,0,0,1,0.18,202,3,348,1138,1,1
7480,1,1,0,0,0.73,8,0,106,705,0,1
4458,1,1,0,1,0.31,256,2,1047,1669,0,1
434,0,1,0,0,0.42,17,5,315,865,1,1
5543,1,0,1,0,0.92,272,4,17,809,1,1
1936,1,0,0,0,0.42,23,2,87,281,0,0
9999,0,1,1,1,0.59,69,0,1078,720,0,1
5703,0,0,1,1,0.35,230,4,4,29,0,1
5739,0,1,1,0,0.85,261,2,306,886,1,1
5253,0,1,1,0,0.62,338,5,292,564,0,1
4201,1,0,0,1,0.51,324,2,663,240,0,1
5371,0,0,0,0,0.64,183,0,940,294,1,0
9332,1,0,0,1,0.01,248,3,825,1160,0,1
9741,0,1,1,0,0.46,318,0,915,889,0,1
8902,0,0,0,0,0.36,109,0,727,1113,1,0
9107,0,0,0,0,0.69,149,4,46,383,1,0
3926,0,1,1,0,0.64,198,3,728,265,1,1
1701,0,1,1,1,0.3,305,5,1017,1072,1,1
6145,1,0,0,0,0.87,140,0,439,1173,0,0
6705,0,0,0,1,0.05,126,5,634,360,0,0
4482,0,0,0,0,0.94,306,2,948,1476,1,0
3079,0,1,0,1,0.63,218,5,284,881,0,1
3846,0,1,0,0,0.25,189,5,1071,578,0,0
8507,1,0,1,1,0.03,177,1,292,1770,1,1
4576,0,1,0,0,0.39,192,4,367,1075,0,0
1617,0,1,0,0,0.02,134,2,575,1760,0,1
4321,1,0,1,0,0.87,243,2,1020,1677,1,1
6358,0,1,0,0,0.51,241,0,187,1175,0,0
3446,1,1,0,0,0.57,190,5,80,1631,1,1
8886,0,1,0,1,0.68,227,4,689,1315,1,1
6095,1,0,1,1,0.36,165,2,280,1721,1,1
1728,1,0,1,0,0.4,118,3,914,715,1,1
8781,1,1,1,0,0.71,14,4,819,903,0,1
3987,0,0,1,0,0.49,198,0,240,570,1,0
1012,1,0,0,1,0.87,1,4,982,325,1,1
9776,0,0,0,1,0.07,100,5,571,1754,0,0
7138,0,0,1,0,0.94,21,4,485,10,1,0
9382,0,1,1,0,0.83,260,1,956,128,1,1
4415,1,0,0,0,0.36,7,0,556,548,0,0
4362,0,0,0,1,0.21,221,4,425,1512,1,1
1264,0,1,1,0,0.23,251,2,118,256,1,1
9387,0,0,0,1,0.21,245,3,810,1029,0,0
10041,0,0,1,0,0.91,16,4,322,1603,0,0
200,0,0,1,1,0.82,241,4,738,1282,0,1
8322,1,1,0,0,0.71,236,0,31,505,1,1
7075,1,1,1,1,0.37,334,5,550,1730,0,1
8032,0,0,0,0,0.68,195,1,332,1553,1,0
3857,1,0,0,0,0.56,33,5,266,547,0,0
9133,0,0,0,0,0.09,138,1,247,1192,1,0
9850,1,0,1,0,0.62,82,1,145,610,0,0
5284,0,0,1,0,0.72,33,4,521,398,0,0
3324,0,1,1,1,0.36,191,1,136,1800,1,1
3996,1,0,0,0,0.26,56,4,792,1205,1,1
106,1,1,1,1,0.59,304,2,127,1530,1,1
7147,0,0,0,1,0.32,271,1,1060,1005,1,0
586,0,1,0,0,0.07,5,4,937,496,1,1
3752,0,0,0,0,0.51,1,5,881,1360,0,0
8616,1,1,1,1,0.05,149,2,854,1262,1,1
1467,0,0,1,1,0.28,96,4,812,976,1,1
1653,0,0,1,1,0.85,236,5,148,830,1,1
3540,1,1,1,1,0.93,127,0,944,1441,0,1
2914,1,0,0,0,0.42,118,0,696,1586,1,0
7381,1,0,1,1,0.09,186,4,938,1021,1,1
6498,1,1,1,1,0.53,217,0,518,1113,1,1
6523,0,1,0,1,0.93,110,1,241,1468,1,1
6539,1,0,0,1,0.73,6,2,1041,464,1,1
4495,0,1,1,0,0.86,362,3,462,1364,1,1
549,1,0,1,1,0.23,211,1,888,49,1,1
3616,1,1,0,1,0.41,54,2,284,189,1,1
4101,1,0,1,0,0.6,21,1,218,1458,1,1
10042,1,1,1,0,0.49,199,0,812,678,1,1
6993,0,1,1,0,0.56,23,1,456,1403,1,1
3477,1,0,1,0,0.17,132,1,612,898,1,1
4585,1,0,0,1,0.72,2,5,369,278,0,1
3233,0,0,1,0,0.77,84,1,384,891,0,0
2523,0,1,0,0,0.98,363,1,849,590,1,0
3487,0,0,0,0,0.69,344,2,1090,904,0,0
8327,1,1,1,0,0.77,51,4,100,1181,0,1
6765,1,0,1,0,0.18,162,0,260,749,1,1
8325,1,1,1,1,0.77,310,3,134,235,1,1
7144,0,1,0,1,0.39,316,1,295,7,1,1
8928,1,0,1,1,0.55,207,0,345,632,0,1
3666,0,1,1,0,0.21,350,5,144,1202,0,1
310,0,0,0,0,0.55,158,2,614,889,0,0
6096,0,0,1,1,0.0,192,1,669,1804,1,1
4340,0,1,1,0,0.59,59,4,950,248,1,1
4300,1,1,1,0,0.48,344,4,127,1700,0,1
5780,1,0,0,1,0.58,201,3,77,990,1,1
9109,0,0,0,0,0.81,110,4,687,741,1,0
5182,0,0,1,0,0.32,260,4,806,1068,1,1
8500,1,0,0,0,0.82,188,1,693,571,0,0
9209,0,1,1,1,0.09,349,4,189,1509,0,1
5084,0,1,1,1,0.33,70,5,958,1434,1,1
7050,1,0,1,1,0.19,267,1,1058,188,1,1
9277,1,1,0,1,0.89,255,3,387,1359,0,1
790,1,0,1,0,0.7,61,4,349,462,0,1
3115,1,1,1,1,0.69,256,3,803,49,0,1
3809,1,1,1,1,0.49,13,0,859,372,0,1
6361,0,1,1,1,0.36,353,3,864,115,0,1
6151,0,1,0,1,0.86,267,2,767,1103,0,1
9778,1,1,1,0,0.77,15,2,802,1050,0,1
1501,0,0,1,1,0.03,175,0,919,1694,0,1
2725,0,0,1,1,0.56,156,4,331,459,0,1
6261,1,1,0,0,0.68,352,1,881,1618,0,1
3751,0,1,1,0,0.19,134,0,693,1149,1,1
3889,1,0,0,0,0.13,271,0,1024,1211,0,0
942,0,0,1,1,0.19,314,0,477,304,1,1
5436,1,1,0,1,0.51,295,0,66,311,0,1
3898,1,1,1,1,0.25,16,1,799,1056,0,1
7421,1,0,0,1,0.93,126,2,410,919,1,1
5148,0,0,1,0,0.69,75,3,385,1356,0,0
8879,0,0,0,1,0.37,257,1,937,148,0,0
3298,0,1,0,0,0.44,191,4,721,1525,0,0
8779,1,1,1,0,0.36,247,4,936,156,0,1
101,1,0,1,1,0.11,180,1,808,1313,1,1
1691,1,0,0,0,0.72,328,1,849,1410,0,0
5989,0,1,0,1,0.4,88,1,445,906,1,1
6494,1,0,1,0,0.39,324,1,346,855,1,1
7982,1,0,1,1,0.61,90,4,35,1814,0,1
8164,1,1,0,0,0.43,23,3,461,1569,1,1
8517,0,0,0,1,0.3,145,3,485,1412,0,0
2881,1,1,1,1,0.6,308,2,571,1254,0,1
2243,0,1,0,0,0.21,18,3,801,452,0,1
5203,1,1,0,0,0.02,225,5,514,484,0,1
4713,0,1,0,0,0.37,329,1,628,1792,1,0
5237,0,0,0,0,0.67,238,0,859,621,1,0
3746,1,1,1,1,0.35,223,4,999,1056,1,1
2038,0,1,1,1,0.71,90,0,947,1549,1,1
2471,1,1,0,1,0.76,69,2,658,1207,1,1
2518,0,0,1,0,0.21,92,2,776,1317,1,1
1087,0,1,1,1,0.75,280,3,999,265,1,1
6947,0,0,0,0,0.35,244,4,142,1633,0,0
883,0,0,1,1,0.11,355,2,345,688,0,1
9708,1,0,0,0,0.16,304,5,178,290,1,0
9638,1,0,1,0,0.77,292,1,620,182,1,1
9312,1,1,1,1,0.67,242,3,994,534,1,1
4216,1,0,0,1,0.27,215,4,900,326,1,1
7422,0,0,0,1,0.69,188,4,261,1113,0,0
2420,0,1,1,1,0.8,279,4,840,1035,0,1
7867,1,1,1,0,0.7,75,4,630,1495,0,1
5240,0,0,1,0,0.46,108,0,468,909,1,0
10029,0,1,1,1,0.51,74,2,457,1127,0,1
9601,1,0,1,0,0.22,92,3,540,882,1,1
9582,1,1,1,0,0.8,70,1,948,1483,0,1
4875,0,0,0,0,0.62,3,4,803,199,1,0
7597,0,0,0,1,0.12,311,1,250,1069,0,0
3212,0,1,0,0,0.84,273,0,292,130,0,0
2667,1,0,0,0,0.67,344,0,720,831,1,0
6055,1,0,0,0,0.65,232,0,410,1553,1,0
4163,0,1,0,0,0.7,99,4,92,374,0,0
6484,0,1,1,0,0.65,255,2,279,1293,1,1
7960,0,0,0,0,0.86,345,0,919,14,1,0
8548,0,0,1,1,0.97,151,0,563,1516,1,1
43,1,1,1,0,0.74,304,4,142,196,1,1
2292,1,1,1,0,0.64,239,1,25,1366,0,1
5254,1,1,0,1,0.56,163,5,406,331,0,1
6020,0,1,0,0,0.71,248,0,913,1339,0,0
9710,1,0,1,1,0.33,43,1,513,1443,1,1
5091,1,0,1,0,0.14,360,3,356,293,0,1
6062,1,0,1,0,0.36,54,5,161,1331,1,1
348,1,0,0,1,0.34,331,1,549,1515,0,1
2128,1,1,1,0,0.44,7,1,767,1097,1,1
2310,1,1,0,0,0.27,163,5,522,400,0,1
7074,0,1,0,0,0.33,34,3,1031,626,1,0
8609,1,1,0,0,0.4,238,5,326,379,0,1
850,0,0,1,0,0.1,123,0,908,446,0,0
3860,0,0,1,1,0.22,364,2,122,443,1,1
5225,1,0,1,0,0.63,317,0,658,1613,1,1
2219,0,1,1,0,0.54,297,0,721,685,0,1
3712,0,1,1,1,0.91,103,3,320,899,0,1
163,1,1,0,1,0.58,105,5,1074,1471,1,1
8003,1,0,0,1,1.0,229,0,206,833,0,0
4361,0,1,0,1,0.22,118,0,529,269,0,1
7859,0,0,1,1,0.64,101,3,713,51,1,1
592,0,1,0,1,0.03,218,0,671,824,1,1
3838,1,1,1,0,0.58,245,5,942,913,0,1
7388,0,1,1,0,0.34,101,1,893,1507,1,1
7584,0,0,1,1,0.65,120,1,557,865,1,1
10009,0,1,0,0,0.63,238,4,954,1602,0,0
7386,0,0,1,1,0.57,33,5,1040,804,0,1
9539,1,0,1,1,0.61,357,1,168,1697,0,1
3968,0,1,0,0,0.65,142,0,767,1362,0,0
9463,0,1,0,0,0.03,93,2,71,1560,0,0
2907,1,0,1,1,0.08,126,2,272,315,1,1
8711,1,1,0,0,0.2,249,5,395,395,0,1
4794,1,0,0,1,0.86,291,5,1076,139,0,1
4439,1,0,1,0,0.6,48,4,250,87,0,1
7995,0,0,1,1,0.26,237,5,88,321,0,1
1890,1,0,1,1,0.16,295,3,443,353,1,1
2946,0,0,0,0,0.25,45,1,1082,1779,0,0
7099,0,0,1,1,0.78,187,4,537,72,0,1
1353,0,0,1,0,0.91,54,5,4,901,1,0
6150,0,0,0,0,0.39,7,2,882,1127,1,0
9960,0,0,0,1,0.11,269,2,1035,237,1,0
10040,0,0,0,1,0.7,333,5,890,553,0,0
7189,0,0,1,1,0.45,51,0,462,686,0,1
3590,0,1,0,1,0.29,333,1,589,75,0,1
7135,1,1,1,1,0.08,355,5,767,1247,1,1
8622,0,0,1,0,0.91,122,4,785,1741,1,0
3858,1,0,0,1,0.98,73,4,57,1803,1,1
3015,1,0,0,1,0.19,342,3,1088,825,1,1
7791,0,1,1,1,0.67,231,2,96,1090,0,1
6646,0,0,1,0,0.88,268,2,645,1783,0,0
5193,0,1,0,1,0.57,104,4,928,1802,1,1
9761,1,0,0,1,0.64,282,3,397,542,1,1
171,0,1,0,1,0.85,149,2,504,1254,0,1
8858,0,0,1,1,0.68,206,0,948,557,1,1
7322,0,1,0,0,0.05,217,5,669,469,0,0
6890,0,1,0,1,0.03,283,3,138,1419,1,1
5909,1,1,1,0,0.69,53,1,570,1280,1,1
8414,1,0,0,0,0.66,114,4,1032,1753,0,0
8372,0,1,1,1,0.81,174,4,318,959,1,1
8460,0,0,1,0,0.85,251,1,596,1525,1,0
6628,0,0,0,0,0.41,126,2,907,1351,0,0
1131,0,0,0,1,0.09,232,5,241,1110,0,1
5598,1,0,0,0,0.38,5,1,408,1570,0,0
6874,1,0,0,1,0.12,159,4,8,187,0,1
3776,0,1,1,0,0.5,219,3,990,416,0,1
1738,1,0,1,1,0.65,315,2,131,1668,0,1
5607,0,1,1,1,0.3,312,3,66,1234,1,1
3867,1,0,0,1,0.54,95,2,42,1791,0,1
2169,0,0,0,1,0.75,267,1,989,377,1,0
2812,0,1,1,0,0.4,263,1,690,1158,0,1
9382,0,1,0,1,0.11,55,4,692,1741,1,1
5799,0,0,1,1,0.85,259,4,630,567,0,1
9709,1,1,1,1,0.4,268,5,426,1757,0,1
9127,0,0,1,0,0.1,159,3,275,613,1,0
2446,0,0,1,0,0.17,140,4,900,675,0,1
711,0,0,1,1,0.17,88,1,163,1253,1,1
9926,1,1,0,0,0.96,32,2,541,899,1,1
5213,1,0,0,0,0.33,0,4,51,967,0,1
4336,0,1,1,0,0.42,103,0,613,641,0,1
6181,0,0,1,0,0.81,208,0,163,1272,1,0
7208,0,0,0,0,0.27,350,0,609,524,0,0
7789,0,0,0,0,0.82,103,1,679,1241,1,0
6387,1,0,1,0,0.99,111,4,600,512,0,1
8215,1,0,0,0,0.73,287,5,576,434,1,0
7851,0,1,0,1,0.64,339,3,592,1667,1,1
2473,1,0,0,1,0.39,326,4,687,320,1,1
9712,0,0,0,0,0.33,4,5,29,1564,1,0
3970,0,0,0,1,0.13,330,1,647,1704,0,0
4378,0,1,0,0,0.57,361,4,252,828,0,0
647,0,1,1,1,0.42,86,5,714,1686,1,1
1963,1,1,1,1,0.16,363,0,664,1024,1,1
1180,1,1,0,1,0.32,116,5,570,108,0,1
4240,1,0,0,0,0.07,56,2,402,856,1,1
2756,0,1,0,1,0.14,84,1,1003,1140,0,1
9895,1,0,1,0,0.11,130,2,226,1780,1,1
80,1,0,1,0,0.7,263,1,1059,966,0,1
5256,1,1,0,1,0.54,168,0,467,569,1,1
3229,0,1,0,0,0.91,305,5,693,1730,1,0
9839,1,0,1,0,0.1,323,5,169,1365,0,1
4478,0,0,0,0,0.53,25,1,251,302,1,0
7669,1,0,1,1,0.45,277,5,224,298,1,1
3043,0,0,1,1,0.68,314,0,790,82,0,1
1796,0,0,1,0,0.71,254,5,779,1729,1,1
3838,0,1,0,1,0.19,315,0,239,1496,0,1
9252,1,0,0,0,0.49,251,1,121,589,1,0
8677,1,0,1,1,0.77,81,5,1070,287,0,1
8505,1,1,1,1,0.25,191,1,567,514,1,1
5022,0,1,1,1,0.91,173,2,674,1150,0,1
4933,0,1,0,1,0.39,123,4,150,1517,1,1
8443,1,1,0,0,0.96,341,4,114,1059,0,1
2816,0,1,1,1,0.86,64,2,726,1718,0,1
6428,1,1,1,0,0.62,174,4,451,356,1,1
82,1,1,0,1,0.16,65,2,726,1620,1,1
2065,1,0,1,0,0.47,351,4,654,482,1,1
909,1,1,0,1,0.53,86,5,278,1148,1,1
5148,1,1,1,0,0.38,272,2,547,511,0,1
2376,1,1,0,0,0.07,106,2,756,23,1,1
1454,0,0,1,0,0.96,324,3,441,726,0,0
3006,1,0,1,0,0.55,55,4,713,1151,0,1
940,1,1,1,1,0.69,59,2,299,767,0,1
27,0,1,0,0,0.12,221,5,207,1225,1,1
3113,1,0,1,1,0.3,360,2,320,575,0,1
1542,0,1,1,0,1.0,199,1,828,4,1,1
543,1,1,0,1,0.16,361,4,141,637,1,1
4556,0,1,0,1,0.63,292,2,190,1217,0,1
8010,0,0,1,1,0.87,162,2,760,444,0,1
9731,1,1,0,1,0.58,178,1,435,764,1,1
6886,1,1,0,0,0.66,275,4,427,166,0,1
5095,0,0,1,0,0.82,200,3,106,7,1,0
9935,0,1,0,0,0.37,166,0,784,1669,0,0
8855,0,1,1,0,0.47,87,5,447,1082,1,1
2104,1,1,0,0,0.94,39,4,327,855,1,1
1890,1,0,0,1,0.51,310,5,82,365,1,1
9050,1,1,0,0,0.37,360,5,424,846,1,1
762,1,0,0,0,0.17,48,3,806,282,0,1
1090,0,1,0,0,0.66,82,3,124,567,0,0
9598,1,1,0,1,0.88,183,1,997,117,1,1
9704,0,1,1,0,0.21,324,5,440,1103,0,1
459,0,1,0,1,0.84,189,1,758,1274,0,1
3642,0,1,0,1,0.12,42,3,948,1323,0,1
9329,0,0,1,0,0.13,225,3,913,495,0,0
8673,1,1,1,1,0.45,301,4,1064,1079,1,1
8212,0,1,0,1,0.82,250,5,404,699,1,1
3217,1,1,0,0,0.4,160,1,715,1271,0,1
9157,1,0,0,0,0.04,167,1,333,1697,1,0
3378,0,0,0,1,0.76,272,5,1001,1353,1,0
1068,1,0,0,1,0.03,352,2,424,1193,0,1
9165,0,1,0,0,0.89,147,5,960,188,0,0
3985,0,1,0,1,0.01,125,2,936,1437,0,1
7338,1,1,1,1,0.49,175,5,18,1596,0,1
1726,1,0,1,1,0.83,349,1,534,138,1,1
7128,0,1,1,1,0.14,297,4,214,955,1,1
8379,1,0,0,0,0.02,207,4,558,764,0,0
8869,0,0,1,1,0.63,89,3,749,1045,1,1
1772,1,1,0,0,0.39,127,2,572,1494,1,1
4455,1,0,1,0,0.58,336,1,573,340,1,1
7515,1,1,0,0,0.25,361,2,867,980,1,1
6142,1,0,1,0,0.78,39,5,726,545,1,1
2673,1,1,0,1,0.14,119,5,640,1384,0,1
7270,0,1,0,1,0.26,71,1,149,1179,0,1
952,1,0,0,0,0.57,243,1,746,805,1,0
3381,0,0,0,0,0.46,211,1,483,102,1,0
735,1,0,0,0,0.11,274,5,432,25,0,1
1322,0,0,1,1,0.63,164,3,293,1650,0,1
5304,1,0,0,1,0.71,50,4,954,63,0,1
2871,0,1,1,1,0.83,170,1,269,40,1,1
9478,0,1,0,1,0.19,355,4,875,1196,1,1
5446,1,1,0,1,0.62,177,1,1048,1669,1,1
8618,0,0,1,0,0.59,306,0,742,560,1,0
3512,1,0,1,0,0.67,60,3,540,230,0,1
8180,1,0,0,1,0.13,244,2,663,1168,0,1
5862,0,0,1,0,0.07,0,3,648,141,1,1
7834,0,1,0,1,0.19,145,4,868,1154,1,1
2279,1,1,1,1,0.54,39,3,33,1331,0,1
1352,0,1,0,0,0.04,191,5,7,928,0,1
7564,0,0,0,0,0.2,321,4,782,271,1,0
5979,0,1,1,0,0.49,328,3,1024,1343,0,1
2267,0,1,1,1,0.59,36,3,686,1744,0,1
3244,1,0,1,1,0.02,110,0,844,1115,0,1
8156,0,1,1,1,0.74,319,1,594,1091,0,1
909,1,1,0,0,0.11,264,1,915,1446,1,1
5296,0,0,0,1,0.35,267,4,122,142,0,0
1594,1,0,1,1,0.11,165,5,641,1307,0,1
8843,1,0,0,1,0.72,54,0,720,1775,1,1
1630,1,0,1,1,1.0,106,2,320,432,1,1
9593,0,0,0,1,0.14,132,2,578,46,1,0
9779,1,1,0,1,0.79,63,0,15,1336,1,1
2385,0,1,1,1,0.09,345,2,162,440,0,1
7570,1,0,1,0,0.3,88,0,251,379,1,1
7380,1,0,1,1,0.12,115,2,999,817,1,1
6118,0,1,1,0,0.55,105,2,711,1582,1,1
6655,0,0,0,0,0.37,157,0,598,1317,1,0
5026,0,0,0,0,0.37,267,5,599,176,0,0
5307,1,0,0,1,0.27,352,1,385,248,1,1
2730,1,1,0,0,0.39,20,2,991,5,1,1
2825,1,1,1,1,0.37,55,5,183,1779,0,1
3199,1,0,0,0,0.56,84,4,914,1706,1,1
8808,1,1,0,0,0.12,94,5,277,1412,1,1
6487,1,1,1,1,0.76,66,3,1020,1605,0,1
5219,1,0,1,1,0.51,37,5,84,444,0,1
6970,1,1,0,0,0.29,30,5,683,1566,0,1
3351,0,0,1,1,0.65,15,4,741,198,1,1
2130,0,1,1,0,0.97,63,0,942,1222,1,1
5052,0,1,0,1,0.82,225,5,169,436,0,1
6493,0,1,1,0,0.17,189,0,618,844,0,1
7678,1,0,0,1,0.64,158,3,333,1331,1,1
2592,0,0,0,1,0.65,46,3,644,877,0,0
59,0,1,0,0,0.16,259,4,725,1281,1,1
2489,1,0,0,0,0.58,240,4,1074,1608,0,0
4284,1,0,1,1,0.81,49,2,455,1222,1,1
3643,1,1,0,1,0.63,79,3,1064,1671,1,1
4708,1,0,1,1,0.97,90,3,486,1798,0,1
4207,0,1,0,0,0.09,144,5,207,896,1,1
4977,0,0,0,1,0.12,75,5,691,218,1,1
1226,0,1,1,0,0.81,67,4,759,919,0,1
4716,1,1,1,1,0.41,264,0,279,117,1,1
4206,1,1,0,0,0.98,50,3,733,218,0,1
5788,1,0,1,0,0.73,181,4,5,353,1,1
7302,0,1,0,0,0.56,253,2,1028,1365,1,0
4606,1,0,1,1,0.35,160,2,617,309,0,1
9460,1,1,0,0,0.34,84,5,335,1464,0,1
2562,1,1,1,0,0.6,73,3,278,1383,1,1
9648,0,0,1,1,0.22,35,1,234,1782,0,1
447,0,1,0,1,0.17,99,0,623,566,0,1
